ID,Name,DIESEL,DEF
99258,,4.40,
99246,,4.30,
99245,,4.57,
99244,,4.36,
99243,,4.46,
99242,,4.60,
99238,,4.30,
99236,,4.80,
99235,,4.30,
99234,,4.70,
99228,,5.00,
99224,,4.80,
99222,,4.50,
99216,,5.00,
99214,,4.40,
99213,,4.30,
99211,,4.35,
99209,,4.40,
99207,,4.27,
99184,,4.66,
99176,,4.60,
99172,,4.50,
99170,,4.90,
99166,,4.30,
99162,,4.50,
99160,,4.56,
99149,,4.70,
99145,,4.50,
99140,,4.40,
99139,,5.10,
99136,,4.70,
99135,,4.50,
99127,,4.70,
99116,,4.30,
99107,,4.60,
99105,,4.90,
99102,,4.80,
99099,,4.60,
99095,,4.70,
99092,,4.45,
99091,,4.40,
99076,,4.42,
99069,,4.70,
99066,,4.90,
99061,,4.75,
99058,,4.60,
99057,,4.46,
99056,,4.43,
99052,,4.43,
99047,,5.00,
99036,,4.60,
99028,,4.50,
99025,,4.90,
99019,,5.00,
99018,,4.60,
99015,,4.80,
99012,,5.29,
99001,,4.90,
98998,,4.90,
98992,,5.00,
98988,,4.90,
98986,,4.90,
98978,,4.82,
98971,,4.80,
98968,,4.90,
98966,,5.10,
98964,,4.90,
98957,,4.80,
98956,,4.56,
98955,,5.06,
98951,,4.90,
98949,,4.75,
98945,,4.80,
98940,,4.90,
98936,,5.10,
98935,,4.80,
98933,,4.76,
98931,,4.90,
98930,,5.10,
98928,,4.90,
98927,,5.29,
98923,,5.15,
98922,,4.80,
98919,,5.00,
98918,,4.90,
98917,,4.88,
98913,,4.94,
98910,,5.00,
98906,,5.00,
98905,,5.20,
98901,,5.00,
98892,,4.85,
98891,,4.90,
98888,,4.85,
98887,,4.70,
98886,,5.10,
98885,,5.00,
98883,,5.30,
98874,,4.88,
98868,,5.20,
98865,,5.10,
98863,,5.00,
98855,,5.30,
98854,,5.35,
98850,,5.38,
98849,,5.20,
98844,,4.00,
98841,,5.10,
98839,,5.20,
98836,,4.82,
98835,,4.80,
98832,,5.00,
98827,,5.00,
98825,,5.30,
98824,,5.30,
98823,,4.90,
98821,,4.90,
98820,,5.05,
98819,,5.00,
98818,,5.05,
98817,,5.00,
98815,,5.20,
98813,,5.10,
98805,,5.36,
98802,,5.46,
98797,,5.70,
98793,,4.90,
98791,,4.64,
98788,,4.56,
98786,,4.90,
98785,,4.56,
98784,,4.53,
98783,,4.60,
98780,,4.80,
98771,,4.89,
98770,,4.90,
98769,,4.75,
98767,,4.90,
98764,,5.40,
98761,,4.90,
98758,,4.66,
98757,,4.90,
98756,,4.30,
98754,,4.79,
98753,,4.80,
98751,,4.50,
98748,,4.74,
98746,,4.78,
98743,,4.90,
98742,,4.90,
98740,,4.50,
98739,,4.50,
98738,,5.00,
98737,,4.60,
98732,,4.60,
98729,,4.30,
98728,,4.50,
98726,,4.50,
98724,,4.86,
98723,,4.80,
98719,,4.80,
98716,,4.80,
98714,,5.00,
98702,,4.70,
98699,,4.80,
98697,,4.80,
98694,,4.70,
98693,,4.30,
98691,,4.76,
98689,,4.70,
98688,,4.70,
98683,,4.30,
98679,,4.50,
98678,,4.30,
98676,,4.90,
98672,,4.73,
98670,,4.95,
98669,,4.80,
98668,,4.80,
98667,,4.90,
98666,,5.00,
98663,,4.90,
98661,,4.80,
98660,,4.50,
98657,,4.90,
98653,,4.90,
98652,,4.50,
98629,,4.70,
98627,,4.50,
98626,,4.46,
98625,,4.40,
98618,,4.67,
98617,,4.60,
98616,,4.60,
98612,,4.83,
98610,,4.46,
98608,,4.50,
98606,,4.80,
98602,,5.05,
98600,,5.00,
98599,,5.20,
98597,,4.75,
98596,,4.95,
98594,,4.95,
98592,,4.59,
98591,,5.25,
98590,,4.59,
98589,,5.30,
98588,,4.50,
98581,,4.76,
98580,,4.76,
98578,,4.86,
98566,,4.95,
98563,,4.79,
98560,,4.70,
98559,,4.76,
98555,,4.68,
98554,,5.02,
98552,,4.70,
98548,,4.60,
98543,,5.30,
98542,,4.50,
98541,,5.00,
98540,,5.10,
98539,,5.00,
98537,,5.00,
98536,,4.50,
98531,,5.45,
98528,,5.10,
98527,,5.40,
98524,,5.30,
98518,,5.30,
98517,,5.30,
98516,,5.30,
98513,,5.30,
98510,,5.35,
98508,,4.50,
98506,,4.90,
98505,,5.30,
98504,,5.30,
98503,,5.20,
98501,,4.50,
98498,,5.26,
98491,,4.50,
98490,,4.50,
98489,,5.30,
98488,,5.34,
98487,,5.30,
98486,,5.00,
98485,,5.10,
98483,,5.00,
98480,,5.00,
98472,,4.90,
98464,,5.10,
98458,,5.30,
98454,,5.20,
98451,,5.25,
98449,,4.90,
98442,,4.50,
98441,,5.30,
98437,,4.50,
98433,,4.50,
98431,,4.50,
98429,,4.50,
98423,,4.50,
98422,,4.90,
98421,,5.20,
98417,,4.50,
98416,,4.50,
98411,,5.29,
98410,,4.50,
98406,,4.50,
98404,,5.30,
98398,,5.10,
98390,,5.10,
98387,,5.10,
98381,,4.50,
98380,,4.10,
98377,,4.40,
98374,,4.66,
98372,,4.70,
98371,,4.50,
98370,,5.20,
98369,,4.36,
98368,,4.50,
98367,,4.42,
98365,,4.58,
98364,,4.16,
98363,,4.80,
98362,,4.44,
98361,,4.50,
98360,,4.60,
98359,,4.50,
98357,,4.70,
98356,,4.46,
98353,,4.60,
98351,,4.70,
98349,,4.30,
98346,,4.40,
98344,,4.80,
98343,,4.42,
98331,,4.45,
98327,,4.80,
98322,,5.25,
98321,,4.76,
98320,,4.69,
98319,,4.50,
98318,,4.75,
98313,,4.80,
98311,,4.90,
98307,,4.94,
98306,,5.40,
98305,,4.80,
98300,,5.45,
98299,,4.85,
98297,,4.91,
98295,,4.85,
98294,,4.84,
98293,,4.84,
98292,,4.59,
98291,,4.89,
98290,,5.00,
98289,,4.95,
98287,,4.72,
98285,,4.70,
98283,,5.00,
98268,,4.86,
98267,,4.80,
98266,,4.80,
98263,,5.00,
98261,,4.70,
98258,,4.77,
98256,,4.50,
98255,,4.50,
98254,,4.49,
98248,,4.50,
98247,,4.70,
98245,,4.65,
98243,,4.64,
98242,,4.66,
98241,,4.80,
98237,,4.60,
98227,,4.80,
98225,,4.95,
98222,,4.60,
98214,,4.39,
98212,,4.50,
98208,,4.40,
98207,,4.30,
98206,,4.50,
98194,,4.57,
98193,,4.79,
98192,,4.86,
98189,,4.66,
98187,,5.30,
98179,,5.00,
98166,,4.75,
98164,,4.70,
98154,,4.68,
98152,,4.60,
98151,,4.60,
98150,,4.60,
98149,,4.80,
98144,,4.65,
98143,,4.70,
98142,,4.86,
98138,,4.50,
98137,,4.69,
98133,,4.90,
98132,,4.80,
98130,,4.50,
98125,,4.59,
98123,,5.00,
98121,,4.40,
98120,,4.60,
98113,,4.70,
98112,,4.40,
98106,,4.60,
98105,,4.70,
98103,,4.70,
98102,,4.76,
98100,,4.60,
98097,,4.50,
98096,,4.60,
98094,,4.55,
98091,,4.30,
98089,,4.56,
98086,,4.60,
98084,,4.56,
98082,,4.60,
98078,,4.50,
98075,,4.60,
98069,,4.48,
98068,,4.58,
98066,,4.60,
98065,,4.55,
98064,,4.70,
98062,,4.50,
98056,,4.70,
98055,,4.57,
98052,,4.66,
98050,,4.50,
98048,,5.10,
98047,,4.87,
98046,,5.00,
98045,,4.90,
98043,,4.86,
98039,,4.65,
98038,,4.70,
98035,,4.73,
98033,,4.70,
98032,,4.70,
98030,,4.88,
98029,,4.88,
98028,,4.55,
98027,,4.80,
98023,,5.06,
98019,,4.95,
98018,,4.64,
98016,,5.00,
98013,,5.00,
98009,,4.62,
98007,,4.52,
98005,,4.40,
98004,,4.90,
98002,,4.95,
98001,,4.50,
97996,,4.92,
97990,,4.48,
97985,,5.10,
97982,,5.00,
97975,,5.10,
97972,,4.80,
97969,,4.90,
97968,,4.80,
97967,,4.90,
97963,,5.40,
97960,,5.10,
97958,,5.40,
97956,,5.30,
97947,,6.00,
97943,,5.16,
97941,,5.50,
97940,,5.40,
97937,,5.40,
97936,,5.10,
97928,,5.80,
97923,,5.40,
97921,,5.40,
97920,,5.10,
97918,,5.15,
97907,,5.20,
97906,,5.00,
97904,,5.40,
97901,,5.30,
97898,,5.39,
97897,,5.40,
97896,,5.50,
97895,,5.29,
97894,,5.49,
97891,,5.20,
97890,,5.20,
97889,,5.10,
97886,,5.30,
97885,,4.70,
97882,,5.40,
97877,,5.20,
97876,,5.30,
97873,,5.18,
97872,,4.80,
97871,,4.49,
97859,,4.66,
97858,,4.60,
97854,,4.50,
97851,,4.80,
97848,,4.58,
97844,,5.30,
97839,,5.20,
97837,,5.00,
97826,,5.10,
97821,,4.95,
97820,,5.26,
97819,,5.28,
97814,,4.90,
97809,,5.40,
97808,,4.96,
97806,,4.90,
97796,,4.80,
97795,,5.20,
97788,,5.20,
97783,,5.35,
97781,,5.30,
97778,,5.56,
97777,,5.20,
97776,,4.92,
97775,,5.30,
97770,,5.20,
97769,,5.70,
97760,,4.94,
97759,,5.00,
97755,,5.40,
97753,,4.56,
97740,,4.74,
97738,,4.90,
97721,,4.90,
97717,,5.08,
97713,,5.16,
97711,,4.56,
97709,,4.87,
97708,,4.80,
97706,,4.40,
97705,,5.00,
97703,,4.40,
97701,,4.55,
97699,,4.55,
97697,,4.65,
97695,,4.65,
97694,,4.75,
97692,,4.75,
97691,,4.92,
97690,,4.75,
97687,,4.70,
97678,,5.10,
97664,,5.20,
97663,,4.90,
97660,,5.20,
97651,,5.10,
97647,,5.20,
97646,,5.10,
97645,,5.20,
97643,,5.20,
97641,,5.06,
97640,,5.10,
97626,,4.75,
97625,,4.90,
97619,,4.80,
97618,,4.69,
97615,,4.69,
97612,,4.60,
97608,,4.66,
97607,,4.40,
97604,,5.15,
97600,,4.80,
97594,,4.70,
97589,,5.10,
97585,,4.50,
97582,,5.00,
97581,,4.50,
97578,,4.71,
97576,,4.54,
97571,,4.70,
97568,,4.80,
97565,,5.00,
97564,,4.86,
97562,,4.70,
97560,,4.68,
97556,,4.90,
97555,,4.80,
97549,,4.70,
97547,,4.76,
97546,,4.70,
97545,,4.65,
97543,,4.46,
97542,,4.48,
97539,,4.55,
97536,,4.57,
97532,,4.60,
97526,,4.65,
97524,,4.67,
97522,,4.30,
97519,,4.69,
97516,,4.90,
97515,,5.40,
97514,,5.10,
97513,,5.21,
97504,,4.96,
97498,,5.50,
97495,,4.90,
97494,,4.76,
97493,,4.69,
97490,,4.71,
97486,,5.12,
97485,,4.80,
97473,,5.20,
97472,,5.00,
97471,,5.00,
97468,,4.88,
97467,,4.90,
97464,,5.20,
97459,,5.10,
97453,,4.90,
97450,,5.10,
97446,,5.40,
97445,,5.10,
97444,,4.80,
97443,,4.90,
97441,,5.05,
97436,,4.65,
97435,,4.96,
97433,,4.30,
97432,,4.65,
97430,,4.76,
97421,,4.90,
97420,,4.95,
97419,,4.70,
97416,,4.70,
97412,,4.69,
97411,,4.75,
97406,,5.00,
97401,,5.05,
97394,,4.80,
97393,,4.80,
97392,,4.76,
97390,,4.82,
97388,,4.70,
97387,,4.50,
97386,,4.61,
97385,,4.57,
97384,,4.62,
97382,,4.75,
97381,,4.65,
97380,,4.70,
97379,,4.80,
97378,,4.73,
97370,,4.76,
97367,,4.55,
97364,,4.70,
97363,,4.50,
97358,,4.65,
97357,,4.45,
97349,,4.46,
97334,,4.65,
97320,,4.80,
97319,,4.70,
97313,,4.69,
97310,,4.61,
97297,,4.90,
97296,,4.70,
97295,,4.60,
97291,,4.60,
97290,,4.50,
97285,,4.90,
97280,,4.80,
97271,,4.60,
97270,,4.70,
97267,,4.90,
97266,,4.46,
97262,,4.90,
97259,,4.76,
97256,,4.64,
97255,,4.50,
97250,,4.38,
97249,,4.50,
97247,,4.40,
97245,,4.68,
97244,,4.47,
97243,,4.40,
97241,,4.60,
97239,,4.60,
97226,,4.50,
97224,,4.68,
97223,,4.65,
97222,,4.60,
97216,,4.60,
97215,,4.50,
97214,,4.60,
97213,,4.50,
97209,,4.60,
97202,,4.80,
97201,,4.80,
97196,,4.60,
97190,,4.68,
97187,,4.80,
97185,,4.70,
97184,,4.70,
97181,,4.90,
97180,,4.66,
97171,,4.90,
97170,,4.66,
97169,,4.66,
97168,,5.00,
97164,,4.65,
97158,,4.69,
97152,,4.86,
97143,,4.70,
97142,,4.78,
97131,,4.70,
97129,,4.10,
97126,,4.65,
97125,,4.68,
97124,,4.79,
97123,,4.65,
97120,,4.60,
97117,,4.30,
97115,,4.50,
97114,,4.30,
97112,,4.53,
97100,,4.70,
97099,,4.66,
97094,,4.80,
97091,,4.70,
97090,,4.70,
97089,,4.90,
97088,,4.50,
97087,,4.59,
97086,,4.30,
97079,,4.60,
97070,,4.40,
97066,,4.50,
97061,,4.61,
97059,,4.51,
97055,,4.94,
97048,,4.56,
97047,,4.50,
97043,,4.70,
97041,,4.66,
97040,,4.60,
97039,,4.66,
97036,,4.73,
97030,,4.90,
97028,,4.90,
97014,,4.80,
97006,,4.30,
97003,,4.40,
96999,,4.80,
96997,,4.80,
96992,,4.45,
96989,,4.60,
96988,,4.50,
96987,,4.90,
96984,,4.55,
96982,,4.60,
96979,,4.50,
96978,,4.60,
96977,,4.60,
96971,,4.24,
96967,,4.60,
96960,,4.60,
96954,,4.80,
96951,,4.50,
96945,,5.10,
96944,,5.10,
96942,,5.00,
96940,,5.20,
96938,,5.00,
96927,,4.40,
96923,,4.90,
96920,,5.00,
96915,,5.00,
96914,,4.60,
96902,,5.30,
96901,,5.20,
96896,,5.01,
96895,,4.65,
96894,,4.55,
96893,,4.50,
96888,,4.36,
96885,,4.30,
96876,,5.00,
96873,,4.70,
96870,,4.40,
96869,,4.45,
96863,,4.28,
96859,,4.23,
96854,,4.20,
96841,,4.40,
96835,,4.45,
96829,,4.60,
96824,,4.40,
96820,,4.30,
96815,,4.50,
96812,,4.50,
96808,,4.40,
96807,,4.44,
96803,,4.70,
96799,,4.46,
96792,,4.50,
96785,,4.40,
96783,,4.27,
96782,,4.50,
96779,,4.50,
96777,,4.60,
96774,,4.75,
96761,,4.40,
96758,,4.35,
96756,,4.30,
96747,,4.44,
96739,,4.50,
96736,,4.34,
96733,,4.40,
96732,,4.60,
96724,,4.36,
96720,,4.50,
96716,,4.50,
96715,,4.40,
96713,,4.34,
96712,,4.20,
96705,,4.60,
96702,,4.40,
96700,,4.70,
96698,,4.40,
96695,,4.70,
96690,,4.90,
96688,,4.80,
96687,,4.90,
96677,,4.60,
96666,,4.40,
96665,,4.50,
96662,,4.50,
96654,,4.60,
96650,,4.50,
96647,,4.60,
96645,,4.20,
96644,,4.30,
96641,,4.30,
96640,,4.39,
96636,,4.20,
96633,,4.80,
96630,,4.70,
96627,,4.40,
96624,,4.40,
96620,,4.28,
96608,,4.40,
96599,,4.30,
96597,,4.48,
96589,,4.60,
96587,,4.40,
96576,,4.10,
96574,,4.10,
96573,,4.20,
96569,,4.60,
96562,,4.48,
96547,,4.46,
96540,,4.30,
96538,,4.29,
96537,,4.30,
96535,,4.70,
96532,,4.60,
96530,,5.00,
96529,,4.70,
96525,,4.34,
96521,,4.60,
96518,,4.40,
96516,,4.16,
96514,,4.50,
96507,,4.57,
96505,,4.80,
96504,,4.40,
96503,,4.60,
96502,,4.50,
96499,,4.24,
96494,,4.30,
96493,,4.31,
96488,,4.70,
96480,,4.60,
96475,,4.50,
96466,,4.66,
96465,,4.80,
96464,,4.80,
96448,,4.70,
96446,,4.80,
96445,,4.28,
96430,,4.70,
96424,,4.43,
96422,,4.90,
96416,,4.80,
96412,,5.00,
96409,,5.00,
96406,,4.90,
96405,,4.90,
96399,,4.68,
96398,,4.30,
96397,,4.48,
96393,,4.60,
96392,,4.30,
96391,,4.30,
96386,,4.40,
96385,,4.40,
96377,,4.30,
96366,,4.15,
96365,,4.30,
96364,,4.38,
96360,,4.76,
96358,,4.60,
96357,,4.76,
96356,,4.59,
96354,,4.11,
96352,,4.35,
96346,,4.90,
96340,,4.60,
96338,,4.28,
96326,,4.70,
96321,,4.36,
96317,,5.00,
96313,,4.66,
96305,,4.47,
96287,,4.67,
96286,,4.80,
96284,,4.78,
96282,,4.96,
96277,,4.46,
96274,,4.60,
96268,,4.80,
96267,,4.80,
96259,,4.60,
96254,,4.36,
96253,,5.20,
96233,,4.58,
96228,,5.00,
96226,,5.09,
96205,,4.76,
96203,,5.00,
96202,,4.76,
96201,,5.30,
96200,,4.50,
96197,,4.33,
96196,,4.50,
96192,,4.25,
96189,,4.65,
96188,,4.80,
96187,,4.80,
96185,,4.69,
96184,,4.80,
96182,,4.80,
96180,,4.80,
96178,,4.23,
96175,,4.80,
96173,,4.70,
96172,,4.70,
96162,,4.80,
96157,,4.79,
96151,,4.83,
96149,,4.70,
96144,,4.90,
96143,,4.99,
96141,,5.06,
96138,,4.54,
96136,,4.80,
96130,,4.80,
96127,,4.50,
96119,,4.95,
96103,,4.86,
96096,,4.88,
96094,,5.20,
96091,,4.84,
96090,,4.80,
96087,,4.60,
96085,,4.75,
96084,,4.90,
96081,,4.70,
96076,,4.90,
96072,,4.78,
96069,,5.00,
96063,,4.90,
96061,,4.95,
96059,,4.85,
96058,,5.00,
96055,,4.90,
96044,,4.75,
96039,,4.60,
96038,,4.95,
96035,,5.00,
96034,,5.00,
96032,,4.83,
96029,,4.90,
96022,,4.76,
96020,,5.00,
96016,,5.00,
96014,,4.90,
96013,,4.66,
96006,,4.66,
96001,,4.76,
95993,,4.66,
95988,,5.30,
95985,,5.16,
95984,,4.80,
95977,,4.66,
95976,,4.83,
95974,,5.09,
95970,,4.90,
95969,,5.05,
95968,,5.30,
95967,,4.80,
95964,,4.80,
95963,,5.50,
95961,,4.90,
95960,,4.90,
95958,,4.96,
95953,,4.86,
95952,,5.20,
95950,,5.68,
95947,,5.30,
95946,,5.30,
95939,,5.50,
95938,,5.50,
95935,,5.34,
95931,,4.93,
95930,,5.80,
95927,,4.74,
95916,,4.90,
95910,,5.50,
95907,,4.80,
95906,,5.50,
95903,,5.02,
95897,,4.90,
95892,,4.82,
95884,,5.26,
94758,,4.70,
94755,,4.85,
94753,,4.79,
94751,,6.10,
94748,,7.00,
94747,,6.60,
94746,,5.55,
94745,,6.30,
94744,,4.66,
93198,,4.40,
93196,,4.80,
93195,,4.80,
93181,,4.81,
93176,,4.85,
93175,,4.85,
93172,,4.53,
93163,,5.00,
93160,,4.95,
93154,,4.70,
93139,,5.00,
93137,,4.90,
93136,,4.80,
93134,,4.55,
93133,,4.36,
93132,,4.60,
93131,,5.00,
93130,,5.00,
93129,,5.10,
93128,,5.27,
93127,,5.30,
93124,,4.89,
93123,,4.92,
93121,,4.90,
93120,,4.66,
93119,,4.96,
93118,,5.16,
93117,,5.26,
93116,,4.90,
93115,,5.40,
93114,,5.00,
93112,,5.10,
93111,,5.30,
93110,,5.10,
93109,,5.28,
93108,,5.10,
93107,,5.16,
93106,,5.24,
93104,,5.40,
93103,,5.40,
93102,,5.25,
93100,,5.38,
93099,,5.20,
93098,,5.39,
93096,,5.10,
93095,,4.40,
93094,,4.68,
93093,,5.20,
93092,,5.20,
93091,,4.64,
93089,,5.00,
93088,,4.69,
93086,,4.70,
93085,,4.80,
93084,,4.60,
93083,,5.19,
93082,,4.96,
93080,,5.30,
93079,,5.20,
93078,,5.30,
93077,,5.20,
93076,,5.16,
93075,,5.37,
93074,,4.90,
93073,,4.63,
93072,,4.40,
93071,,4.56,
93070,,4.36,
93069,,4.35,
93068,,4.35,
93067,,4.55,
93066,,4.34,
93065,,4.36,
93063,,4.50,
93062,,4.30,
93061,,4.60,
93060,,5.10,
93059,,5.25,
93058,,4.87,
93057,,5.00,
93056,,5.12,
93054,,4.80,
93053,,4.95,
93052,,5.10,
93051,,4.66,
93050,,5.06,
93049,,5.30,
93047,,5.30,
93046,,4.40,
93045,,4.50,
93044,,5.00,
93042,,4.42,
93041,,4.94,
93039,,4.70,
93038,,4.64,
93037,,4.89,
93036,,4.56,
93035,,4.28,
93034,,4.24,
93033,,4.90,
93032,,4.62,
93030,,4.22,
93028,,4.50,
93027,,4.19,
93025,,4.58,
93024,,4.40,
93023,,4.20,
93021,,4.90,
93020,,4.40,
93019,,4.50,
93018,,4.50,
93017,,4.46,
93016,,4.50,
93015,,4.45,
93014,,4.40,
93013,,4.70,
93012,,4.30,
93011,,4.30,
93010,,4.40,
93009,,4.36,
93007,,4.33,
93006,,4.36,
93005,,4.86,
93004,,4.70,
93003,,5.00,
93002,,5.00,
93001,,5.00,
93000,,5.00,
92999,,5.30,
92998,,5.10,
92997,,5.06,
92996,,5.10,
92995,,5.19,
92994,,5.10,
92993,,5.20,
92992,,4.70,
92991,,4.45,
92990,,5.27,
92987,,5.30,
92985,,5.20,
92984,,4.96,
92983,,4.66,
92982,,5.00,
92980,,4.83,
92979,,5.20,
92977,,5.10,
92976,,4.69,
92975,,5.20,
92973,,4.90,
92970,,4.70,
92969,,4.50,
92968,,4.70,
92967,,4.57,
92966,,4.99,
92965,,4.50,
92964,,4.65,
92963,,5.20,
92962,,4.50,
92959,,4.49,
92958,,5.16,
92955,,5.10,
92954,,4.80,
92953,,4.50,
92952,,5.00,
92951,,4.99,
92949,,4.90,
92948,,4.83,
92947,,5.10,
92946,,5.20,
92945,,5.30,
92944,,5.26,
92942,,4.80,
92941,,5.06,
92940,,5.20,
92938,,5.12,
92937,,4.54,
92936,,4.75,
92935,,4.70,
92934,,4.70,
92933,,5.05,
92932,,5.30,
92931,,5.20,
92929,,5.20,
92928,,5.20,
92925,,5.30,
92923,,4.20,
92921,,5.03,
92920,,5.06,
92919,,5.10,
92918,,5.20,
92917,,5.16,
92916,,5.15,
92915,,5.40,
92914,,5.23,
92913,,5.70,
92911,,5.26,
92910,,5.96,
92909,,5.26,
92908,,4.82,
92907,,4.99,
92906,,4.90,
92905,,4.40,
92903,,5.10,
92902,,4.94,
92901,,4.95,
92895,,5.30,
92892,,4.86,
92889,,4.50,
92887,,4.50,
92880,,4.45,
92875,,5.30,
92872,,4.60,
92870,,5.00,
92866,,5.30,
92851,,4.94,
92843,,4.72,
92836,,5.15,
92827,,4.85,
92821,,4.91,
92816,,4.90,
92814,,4.50,
92781,,5.20,
92780,,4.19,
92758,,4.96,
92757,,4.30,
92749,,5.18,
92748,,5.12,
92746,,4.76,
92743,,4.76,
92742,,4.66,
92740,,4.86,
92739,,4.86,
92737,,4.52,
92736,,4.80,
92735,,4.70,
92734,,4.76,
92733,,4.80,
92724,,4.96,
92717,,4.70,
92716,,5.08,
92711,,4.70,
92710,,4.98,
92708,,4.65,
92707,,4.86,
92706,,4.90,
92702,,4.60,
92689,,5.20,
92688,,5.20,
92677,,6.29,
92668,,5.00,
92653,,4.96,
92645,,5.00,
92639,,4.70,
92636,,5.00,
92632,,4.96,
92631,,4.80,
92608,,5.16,
92605,,4.48,
92604,,4.70,
92596,,5.26,
92595,,4.19,
92594,,4.56,
92593,,4.63,
92577,,4.90,
92573,,6.26,
92569,,4.49,
92567,,4.28,
92566,,4.76,
92565,,4.40,
92563,,4.49,
92552,,5.28,
92550,,5.10,
92544,,4.35,
92540,,4.90,
92528,,4.70,
92526,,4.70,
92517,,5.16,
92503,,5.40,
92463,,4.30,
92462,,4.90,
92262,,4.95,
92260,,4.95,
92253,,4.80,
92252,,5.24,
92251,,5.40,
92250,,4.63,
92249,,5.20,
92248,,4.74,
