ID,Name,DIESEL,DEF
92247,,4.75,
92246,,4.75,
92245,,5.20,
92242,,5.20,
92239,,4.40,
92233,,4.60,
92211,,5.36,
92210,,4.94,
92204,,5.30,
92200,,5.20,
31074,,4.30,
31073,,4.67,
31072,,4.63,
31071,,5.19,
31070,,4.76,
31069,,4.73,
31068,,4.67,
31067,,4.73,
31066,,4.34,
31064,,4.80,
31063,,4.90,
31060,,4.70,
31010,,4.60,
31009,,4.80,
27879,,4.66,
27878,,4.70,
27877,,4.30,
27876,,4.66,
27875,,4.30,
27873,,4.20,
27871,,4.20,
27870,,4.30,
27869,,4.20,
27867,,4.26,
27866,,4.36,
27865,,4.60,
27862,,4.45,
27861,,4.30,
27860,,4.50,
27859,,4.36,
27857,,4.60,
27856,,4.16,
27855,,4.68,
27854,,4.66,
27853,,4.40,
27852,,4.30,
27851,,4.80,
27849,,4.66,
27846,,4.60,
27842,,4.66,
27841,,4.30,
27840,,4.16,
27839,,4.60,
27837,,4.50,
27835,,4.30,
27834,,4.30,
27833,,4.50,
27832,,4.54,
27831,,4.50,
27830,,4.26,
27829,,4.20,
27824,,4.50,
27822,,4.30,
27821,,4.40,
27820,,4.40,
27818,,4.30,
27817,,4.60,
27816,,4.54,
27814,,4.40,
99749,,5.00,
99746,,4.54,
99723,,5.40,
99511,,4.55,
99345,,5.15,
99340,,4.90,
99338,,4.70,
99337,,4.60,
99326,,5.50,
99322,,4.65,
99319,,4.62,
99316,,5.10,
99310,,4.80,
99301,,4.60,
99299,,4.50,
99297,,4.60,
99293,,4.60,
99292,,4.40,
99290,,4.60,
99287,,4.25,
99284,,4.26,
99280,,4.50,
99270,,4.60,
99264,,4.60,
99247,,4.76,
99237,,4.50,
99221,,4.71,
99220,,4.71,
99217,,4.60,
99215,,4.30,
99212,,4.70,
99198,,5.20,
99189,,5.20,
99187,,5.08,
99181,,4.66,
99180,,4.50,
99179,,4.50,
99178,,4.43,
99177,,5.00,
99175,,5.00,
99174,,4.54,
99168,,4.54,
99163,,4.58,
99158,,4.70,
99157,,4.70,
99156,,4.70,
99154,,4.80,
99152,,4.60,
99150,,4.65,
99148,,4.40,
99147,,4.80,
99144,,4.58,
99137,,4.56,
99132,,4.56,
99129,,4.60,
99128,,4.60,
99126,,4.50,
99124,,4.70,
99122,,4.80,
99120,,4.60,
99118,,4.50,
99115,,4.80,
99112,,4.60,
99109,,4.70,
99106,,4.50,
99103,,4.70,
99101,,4.60,
99098,,4.00,
99097,,4.43,
99096,,4.39,
99094,,4.90,
99087,,4.70,
99086,,4.70,
99085,,4.50,
99084,,4.50,
99083,,4.60,
99082,,4.50,
99080,,4.60,
99079,,4.60,
99078,,4.70,
99075,,4.50,
99071,,4.50,
99070,,4.70,
99067,,4.50,
99060,,4.60,
99055,,4.85,
99054,,4.30,
99053,,4.41,
99042,,4.90,
99041,,4.64,
99039,,4.40,
99038,,4.16,
99037,,4.60,
99034,,4.70,
99032,,5.00,
99027,,4.80,
99024,,4.80,
99011,,5.36,
99010,,4.90,
99009,,5.20,
99003,,4.80,
99000,,5.24,
98997,,4.90,
98996,,5.30,
98987,,4.90,
98985,,5.00,
98982,,4.80,
98981,,4.60,
98979,,5.00,
98975,,4.90,
98972,,4.90,
98963,,4.90,
98961,,4.90,
98946,,4.78,
98944,,4.80,
98938,,4.90,
98929,,4.99,
98921,,5.00,
98915,,4.29,
98911,,5.03,
98908,,5.55,
98907,,4.95,
98902,,5.00,
98897,,5.40,
98896,,5.30,
98880,,5.14,
98879,,4.96,
98876,,5.13,
98869,,5.10,
98864,,5.12,
98862,,5.20,
98861,,5.30,
98860,,5.30,
98859,,4.84,
98851,,5.20,
98846,,5.61,
98842,,5.20,
98838,,4.80,
98833,,5.00,
98830,,5.20,
98829,,4.99,
98826,,5.40,
98816,,5.15,
98812,,5.10,
98806,,5.00,
98801,,5.30,
98796,,5.30,
98794,,5.00,
98792,,5.10,
98781,,4.94,
98773,,4.70,
98768,,4.74,
98752,,4.78,
98750,,4.78,
98744,,4.90,
98736,,4.64,
98725,,4.25,
98722,,5.10,
98720,,4.60,
98717,,4.76,
98715,,4.70,
98713,,4.70,
98710,,4.30,
98707,,4.90,
98704,,4.90,
98703,,4.60,
98701,,5.26,
98696,,4.90,
98692,,4.60,
98690,,4.85,
98686,,4.40,
98684,,4.45,
98682,,4.25,
98671,,4.66,
98665,,4.80,
98659,,4.80,
98650,,4.77,
98649,,4.77,
98647,,4.90,
98646,,5.00,
98643,,4.50,
98640,,5.00,
98638,,4.47,
98632,,4.80,
98631,,4.40,
98630,,4.80,
98624,,4.40,
98614,,4.40,
98611,,4.50,
98609,,4.90,
98603,,5.00,
98595,,5.03,
98582,,4.70,
98571,,4.86,
98570,,4.78,
98569,,4.78,
98564,,5.00,
98561,,4.95,
98534,,5.30,
98532,,5.10,
98526,,5.16,
98523,,5.10,
98520,,5.30,
98515,,4.50,
98511,,5.56,
98499,,5.00,
98497,,5.26,
98494,,5.00,
98493,,5.20,
98484,,5.40,
98478,,5.28,
98475,,5.36,
98474,,5.49,
98469,,5.18,
98467,,4.90,
98466,,5.14,
98465,,5.13,
98463,,5.10,
98455,,5.26,
98453,,5.00,
98435,,5.40,
98424,,5.30,
98420,,5.20,
98419,,5.00,
98415,,5.70,
98414,,5.20,
98412,,5.30,
98408,,5.30,
98407,,5.44,
98402,,5.00,
98401,,5.20,
98400,,5.00,
98399,,5.00,
98397,,5.10,
98396,,4.96,
98394,,5.46,
98393,,5.10,
98392,,5.00,
98384,,4.36,
98383,,4.86,
98382,,4.35,
98376,,4.20,
98375,,4.86,
98373,,4.28,
98355,,4.20,
98354,,4.38,
98348,,4.15,
98347,,4.43,
98345,,5.00,
98342,,4.70,
98341,,4.50,
98339,,4.70,
98338,,4.80,
98335,,4.90,
98333,,4.76,
98332,,4.50,
98328,,4.65,
98326,,4.70,
98317,,4.96,
98316,,4.18,
98315,,4.49,
98312,,4.91,
98308,,4.96,
98304,,4.90,
98303,,4.55,
98301,,5.04,
98286,,4.80,
98282,,4.70,
98280,,5.49,
98278,,5.45,
98275,,5.30,
98272,,5.70,
98270,,4.76,
98265,,4.80,
98257,,4.70,
98253,,4.60,
98251,,4.49,
98250,,5.00,
98249,,4.12,
98240,,4.80,
98236,,4.70,
98233,,4.78,
98232,,4.30,
98230,,5.30,
98226,,4.90,
98219,,4.70,
98217,,4.96,
98213,,4.33,
98205,,4.71,
98198,,4.86,
98195,,4.57,
98191,,4.80,
98190,,5.30,
98186,,4.60,
98180,,4.50,
98177,,4.75,
98175,,4.80,
98174,,5.00,
98171,,5.00,
98169,,4.97,
98168,,4.69,
98162,,4.60,
98156,,4.63,
98148,,4.80,
98147,,4.70,
98146,,4.41,
98136,,4.90,
98128,,4.70,
98127,,4.70,
98126,,4.39,
98124,,4.60,
98122,,4.40,
98119,,4.29,
98109,,4.60,
98108,,4.66,
98099,,4.80,
98093,,4.40,
98088,,4.60,
98087,,4.40,
98081,,4.38,
98076,,4.44,
98073,,4.56,
98063,,4.60,
98060,,4.60,
98059,,4.58,
98054,,4.65,
98051,,4.85,
98044,,4.75,
98041,,4.86,
98025,,5.05,
98024,,4.90,
98020,,5.00,
98015,,4.90,
98014,,5.50,
98012,,4.57,
98008,,4.60,
97999,,5.00,
97997,,4.84,
97995,,4.50,
97994,,4.55,
97993,,4.64,
97992,,4.86,
97991,,4.80,
97989,,4.80,
97986,,5.10,
97984,,4.85,
97983,,4.80,
97981,,4.59,
97977,,4.90,
97976,,4.75,
97974,,4.90,
97965,,5.25,
97964,,5.26,
97961,,5.30,
97959,,5.30,
97957,,5.40,
97955,,5.26,
97953,,5.21,
97951,,5.30,
97949,,5.60,
97942,,5.45,
97939,,5.40,
97938,,5.40,
97935,,5.20,
97934,,5.40,
97932,,5.00,
97931,,5.00,
97927,,5.20,
97926,,5.30,
97924,,5.20,
97922,,5.40,
97919,,4.99,
97917,,5.50,
97916,,5.40,
97912,,5.30,
97910,,5.40,
97908,,5.33,
97903,,5.40,
97900,,5.30,
97888,,5.40,
97887,,5.40,
97884,,4.90,
97883,,4.70,
97881,,4.65,
97879,,5.20,
97878,,5.80,
97870,,5.38,
97868,,4.90,
97862,,4.90,
97857,,4.66,
97856,,4.60,
97845,,5.10,
97843,,5.00,
97842,,5.18,
97835,,5.30,
97830,,5.00,
97828,,5.00,
97827,,5.00,
97825,,5.30,
97817,,4.95,
97815,,4.90,
97813,,5.20,
97812,,4.60,
97811,,4.90,
97807,,4.90,
97802,,4.96,
97801,,4.90,
97797,,5.30,
97794,,4.96,
97793,,5.17,
97792,,5.40,
97780,,5.18,
97772,,5.06,
97765,,4.90,
97764,,5.00,
97763,,4.90,
97762,,4.90,
97761,,5.00,
97758,,5.00,
97754,,5.10,
97750,,5.00,
97749,,4.60,
97748,,4.65,
97747,,4.90,
97746,,4.90,
97745,,4.90,
97744,,4.80,
97743,,4.90,
97742,,5.00,
97739,,4.70,
97736,,4.85,
97734,,4.90,
97731,,4.80,
97728,,5.00,
97726,,4.80,
97723,,4.51,
97722,,5.20,
97720,,5.20,
97718,,5.10,
97715,,5.10,
97714,,4.77,
97707,,5.10,
97698,,4.90,
97693,,4.75,
97689,,4.80,
97684,,5.00,
97683,,4.82,
97681,,5.40,
97676,,5.10,
97674,,5.10,
97672,,5.10,
97665,,5.00,
97659,,5.20,
97658,,5.10,
97656,,5.00,
97655,,5.15,
97653,,5.10,
97650,,5.50,
97649,,5.30,
97644,,5.10,
97638,,5.35,
97637,,5.23,
97636,,4.90,
97633,,5.40,
97623,,4.85,
97620,,4.66,
97617,,4.65,
97616,,4.18,
97611,,4.70,
97605,,5.10,
97601,,4.71,
97597,,4.40,
97591,,4.70,
97588,,4.56,
97587,,4.56,
97586,,5.00,
97583,,4.40,
97574,,4.70,
97573,,4.70,
97572,,4.70,
97570,,4.66,
97569,,4.80,
97567,,4.80,
97566,,4.66,
97561,,4.59,
97557,,4.70,
97554,,4.58,
97550,,4.66,
97541,,4.60,
97540,,4.65,
97538,,4.60,
97530,,4.50,
97529,,4.96,
97528,,4.85,
97525,,5.00,
97521,,4.60,
97520,,4.69,
97512,,5.00,
97509,,4.90,
97506,,5.25,
97505,,5.06,
97503,,4.90,
97502,,5.40,
97484,,5.25,
97478,,5.00,
97463,,4.86,
97462,,5.10,
97460,,5.00,
97456,,5.11,
97454,,4.80,
97452,,4.86,
97448,,5.40,
97440,,4.80,
97439,,5.00,
97437,,4.70,
97434,,5.20,
97431,,4.90,
97429,,4.60,
97428,,4.60,
97427,,4.59,
97422,,4.90,
97417,,4.80,
97415,,4.90,
97414,,4.80,
97413,,4.70,
97405,,4.98,
97404,,5.00,
97403,,4.80,
97400,,4.70,
97399,,4.80,
97397,,4.96,
97396,,4.90,
97391,,4.62,
97377,,4.50,
97376,,4.14,
97374,,4.74,
97372,,4.60,
97371,,4.64,
97369,,4.76,
97368,,4.80,
97361,,4.20,
97356,,4.65,
97354,,4.80,
97351,,4.20,
97350,,4.46,
97348,,4.70,
97347,,4.80,
97345,,4.60,
97343,,4.91,
97342,,4.20,
97340,,4.75,
97338,,4.75,
97336,,4.60,
97335,,4.70,
97333,,4.90,
97331,,4.90,
97330,,4.60,
97329,,4.95,
97326,,4.20,
97324,,4.20,
97322,,4.80,
97321,,4.60,
97318,,4.70,
97311,,4.80,
97306,,4.70,
97300,,4.70,
97283,,4.50,
97282,,4.50,
97274,,4.49,
97269,,4.60,
97258,,4.70,
97257,,4.60,
97253,,4.70,
97252,,4.36,
97251,,4.80,
97248,,4.50,
97242,,4.60,
97240,,4.66,
97238,,4.65,
97237,,4.65,
97229,,4.60,
97228,,4.60,
97220,,4.80,
97217,,4.70,
97212,,4.60,
97211,,4.60,
97210,,4.60,
97205,,4.60,
97203,,4.60,
97200,,4.70,
97199,,4.80,
97195,,4.60,
97194,,4.73,
97193,,4.68,
97189,,4.75,
97178,,4.75,
97177,,4.75,
97176,,4.60,
97175,,4.60,
97165,,4.70,
97163,,4.80,
97161,,4.27,
97157,,4.80,
97153,,4.70,
97149,,4.75,
97148,,4.74,
97147,,4.68,
97144,,4.60,
97139,,4.89,
97138,,4.89,
97132,,4.70,
97128,,5.00,
97127,,4.90,
97121,,4.70,
97119,,4.36,
97118,,4.46,
97109,,4.41,
97108,,4.69,
97104,,4.63,
97102,,4.80,
97101,,4.60,
97092,,4.90,
97082,,4.60,
97081,,4.43,
97080,,4.50,
97078,,4.01,
97076,,4.34,
97072,,4.70,
97069,,4.70,
97068,,4.40,
97065,,5.00,
97063,,4.80,
97060,,4.90,
97057,,4.50,
97052,,4.40,
97050,,4.50,
97049,,4.46,
97046,,4.66,
97038,,4.40,
97037,,4.55,
97035,,4.73,
97034,,4.66,
97033,,4.92,
97027,,4.50,
97018,,4.49,
97016,,4.54,
97011,,4.67,
97009,,4.70,
97002,,4.60,
97001,,4.60,
96995,,4.80,
96993,,4.90,
96991,,4.60,
96981,,4.80,
96976,,4.68,
96975,,4.79,
96974,,4.60,
96965,,4.26,
96962,,4.40,
96959,,4.50,
96956,,4.72,
96955,,4.80,
96950,,4.26,
96939,,5.18,
96934,,4.90,
96930,,4.40,
96925,,5.00,
96919,,4.60,
96910,,5.00,
96907,,4.60,
96906,,5.00,
96903,,4.49,
96890,,4.30,
96887,,4.56,
96886,,4.56,
96883,,4.40,
96882,,4.50,
96879,,4.35,
96877,,4.40,
96875,,4.48,
96868,,4.55,
96867,,4.30,
96858,,4.20,
96856,,4.36,
96855,,4.36,
96846,,4.25,
96844,,4.46,
96843,,4.30,
96834,,4.56,
96831,,4.60,
96828,,4.30,
96827,,4.30,
96823,,4.40,
96819,,4.30,
96818,,4.30,
96814,,4.50,
96811,,4.50,
96805,,4.50,
96801,,4.50,
96800,,4.60,
96798,,4.56,
96790,,5.50,
96789,,4.38,
96786,,4.30,
96781,,4.40,
96780,,4.80,
96773,,4.36,
96771,,4.45,
96770,,4.36,
96764,,4.26,
96760,,4.30,
96759,,4.46,
96757,,4.80,
96751,,4.50,
96750,,4.36,
96748,,4.50,
96742,,4.70,
96735,,4.20,
96730,,4.40,
96727,,4.24,
96726,,4.40,
96721,,4.80,
96719,,4.30,
96707,,4.90,
96706,,4.40,
96699,,4.30,
96685,,4.80,
96682,,4.60,
96680,,5.00,
96679,,5.00,
96678,,4.40,
96673,,4.68,
96670,,4.46,
96668,,4.30,
96664,,4.40,
96661,,4.40,
96660,,4.50,
96659,,4.40,
96658,,4.40,
96657,,4.60,
96656,,4.60,
96655,,4.60,
96651,,4.60,
96631,,4.70,
96625,,4.18,
96619,,4.50,
96618,,4.30,
96614,,4.53,
96612,,4.20,
96611,,4.40,
96610,,4.30,
96596,,4.30,
96592,,4.56,
96591,,4.23,
96590,,4.50,
96588,,4.50,
96582,,4.40,
96581,,4.40,
96580,,4.60,
96577,,4.40,
96572,,4.23,
96567,,4.30,
96561,,4.36,
96560,,4.40,
96558,,4.20,
96557,,4.70,
96556,,4.42,
96553,,4.55,
96549,,4.72,
96546,,5.40,
96533,,4.40,
96531,,4.38,
96523,,4.50,
96512,,4.20,
96509,,4.22,
96498,,4.30,
96497,,4.26,
96489,,4.60,
96485,,4.52,
96484,,4.36,
96481,,4.70,
96479,,4.36,
96478,,4.30,
96477,,4.80,
96476,,4.60,
96473,,4.90,
96469,,4.68,
96468,,4.46,
96459,,4.30,
96458,,4.50,
96454,,4.20,
96453,,4.30,
96447,,4.87,
96441,,5.00,
96439,,4.90,
96437,,4.60,
96435,,4.46,
96434,,4.60,
96433,,4.40,
96429,,4.70,
96425,,4.70,
96413,,4.60,
96410,,4.70,
96407,,4.39,
96403,,4.80,
96400,,4.20,
96395,,4.76,
96394,,4.30,
96390,,4.40,
96388,,4.40,
96379,,4.50,
96378,,4.80,
96376,,4.20,
96375,,4.30,
96371,,4.36,
96369,,4.36,
96367,,4.60,
96351,,4.60,
96347,,4.47,
96345,,4.60,
96344,,4.90,
96343,,4.54,
96341,,4.40,
96335,,4.75,
96334,,4.70,
96333,,4.70,
96331,,4.70,
96329,,4.60,
96327,,4.90,
96324,,4.50,
96319,,4.45,
96318,,4.50,
96316,,4.90,
96315,,4.60,
96314,,4.70,
96312,,4.50,
96311,,4.50,
96310,,4.26,
96307,,4.50,
96306,,4.50,
96304,,4.50,
96303,,4.55,
96302,,4.55,
96300,,4.42,
96299,,4.58,
96298,,4.55,
96296,,4.80,
96291,,4.90,
96290,,4.60,
96285,,4.80,
96280,,4.67,
96276,,4.40,
96273,,4.44,
96272,,4.45,
96271,,4.68,
96266,,4.80,
96265,,4.60,
96262,,4.70,
96260,,4.44,
96256,,4.80,
96250,,4.40,
96249,,4.50,
96248,,4.59,
96245,,4.54,
96244,,4.55,
96243,,4.38,
96241,,4.60,
96240,,4.80,
96239,,4.60,
96234,,4.60,
96232,,5.10,
96231,,4.90,
96230,,4.70,
96227,,5.00,
96225,,5.10,
96224,,4.70,
96223,,4.80,
96220,,4.30,
96218,,4.70,
96214,,5.00,
96213,,4.50,
96177,,4.70,
96146,,4.90,
96106,,4.80,
96045,,4.76,
95925,,5.02,
95915,,5.18,
94750,,6.00,
94743,,4.30,
93218,,4.60,
93217,,5.06,
93215,,4.46,
93214,,4.93,
93213,,4.46,
93211,,4.30,
93208,,4.73,
93206,,5.05,
93205,,5.09,
93204,,4.80,
93202,,4.80,
93194,,5.20,
93193,,4.20,
93189,,4.40,
93188,,4.81,
93186,,5.10,
93184,,4.25,
93183,,4.57,
93180,,5.30,
93178,,4.80,
93174,,5.14,
93171,,4.70,
93170,,4.50,
93168,,4.30,
93166,,5.30,
93165,,4.80,
93161,,4.95,
93156,,4.96,
93155,,4.55,
93152,,4.60,
93149,,5.00,
93147,,4.90,
93146,,4.50,
93145,,5.00,
93144,,4.35,
93141,,5.00,
93140,,5.00,
93113,,4.66,
93064,,4.59,
93048,,5.00,
93029,,4.60,
92988,,4.65,
92981,,5.20,
92972,,4.74,
92971,,4.50,
92943,,5.00,
92939,,5.10,
92900,,4.88,
92899,,4.80,
92898,,4.76,
92897,,4.70,
92896,,4.20,
92894,,4.80,
92886,,4.59,
92885,,4.90,
92878,,4.90,
92873,,4.65,
92867,,4.66,
92865,,5.30,
92818,,4.60,
92809,,4.86,
92801,,5.66,
92799,,5.00,
92798,,5.06,
92797,,5.28,
92795,,5.18,
92794,,5.10,
92793,,5.10,
92792,,5.00,
92791,,5.06,
92790,,5.10,
92766,,5.00,
92764,,4.55,
92763,,5.15,
92762,,4.30,
92761,,5.10,
92756,,4.89,
92755,,4.96,
92754,,4.73,
92753,,5.00,
92751,,4.90,
92750,,4.70,
92747,,4.86,
92745,,4.90,
92744,,4.75,
92732,,4.95,
92729,,4.90,
92728,,5.00,
92723,,4.50,
92721,,4.90,
92720,,5.93,
92719,,5.10,
92714,,5.10,
92713,,5.30,
92712,,4.80,
92705,,4.90,
92704,,4.30,
92703,,4.66,
92700,,5.04,
92699,,4.38,
92698,,5.10,
92697,,4.75,
92694,,4.80,
92693,,4.80,
92691,,4.90,
92690,,4.76,
92687,,5.00,
92685,,4.76,
92682,,4.70,
92679,,4.70,
92670,,4.50,
92666,,4.70,
92665,,5.56,
92664,,5.20,
92663,,5.51,
92661,,5.40,
92660,,5.00,
92658,,5.26,
92651,,4.66,
92648,,4.70,
92646,,4.70,
92643,,4.25,
92642,,4.76,
92641,,4.70,
92638,,4.70,
92637,,4.75,
92634,,4.60,
92633,,5.10,
92627,,4.35,
92625,,4.56,
92624,,5.16,
92616,,4.55,
92615,,4.60,
92614,,4.50,
92613,,4.70,
92612,,4.58,
92610,,4.20,
92607,,4.50,
92606,,4.70,
92602,,4.90,
92599,,5.35,
92598,,4.96,
92592,,4.46,
92591,,5.39,
92590,,4.90,
92588,,5.00,
92585,,4.76,
92583,,4.70,
92582,,4.76,
92581,,4.60,
92578,,4.60,
92575,,4.94,
92572,,4.60,
92570,,4.60,
92568,,4.60,
92559,,4.56,
92558,,4.92,
92554,,5.40,
92551,,4.76,
92549,,4.60,
92548,,4.50,
92547,,4.50,
92545,,5.30,
92543,,4.76,
92542,,5.00,
92537,,5.10,
92536,,4.70,
92535,,5.09,
92534,,5.10,
92533,,6.70,
92530,,4.80,
92529,,5.25,
92525,,4.62,
92524,,5.59,
92522,,4.90,
92518,,4.85,
92513,,5.30,
92512,,5.13,
92511,,4.30,
92510,,4.44,
92507,,5.10,
92506,,5.40,
92505,,5.39,
92504,,5.40,
92498,,5.55,
92495,,4.66,
92493,,5.44,
92489,,4.70,
92486,,4.30,
92483,,5.00,
92481,,5.39,
92480,,4.28,
92478,,4.30,
92475,,5.13,
92472,,4.73,
92470,,4.86,
92466,,4.19,
92465,,4.46,
92461,,4.54,
92460,,4.56,
92458,,4.65,
92456,,5.39,
92452,,5.18,
92451,,4.60,
92450,,4.95,
92449,,5.29,
92448,,4.78,
92446,,5.30,
92444,,5.23,
92443,,4.80,
92439,,5.02,
92437,,5.40,
92436,,5.06,
92434,,5.31,
92432,,5.02,
92430,,5.40,
92429,,5.02,
92426,,5.44,
92423,,5.03,
92422,,5.39,
92417,,5.45,
92416,,5.25,
92413,,4.95,
92410,,5.02,
92407,,4.83,
92405,,4.73,
92404,,5.12,
92402,,4.81,
92400,,5.50,
92398,,4.83,
92396,,5.01,
92393,,4.95,
92391,,5.65,
92389,,5.18,
92387,,5.10,
92384,,5.40,
92380,,4.70,
92378,,5.13,
92377,,5.40,
92376,,5.44,
92375,,5.13,
92373,,5.40,
92372,,4.70,
92369,,5.29,
92368,,5.39,
92367,,5.06,
92366,,5.01,
92364,,5.02,
92363,,5.16,
92362,,4.66,
92359,,5.10,
92358,,5.17,
92349,,5.18,
92346,,5.25,
92343,,4.95,
92342,,5.45,
92341,,5.40,
92340,,5.29,
92338,,5.10,
92337,,5.03,
92336,,5.17,
92334,,4.95,
92330,,5.06,
92327,,5.20,
92326,,5.03,
92325,,4.64,
92324,,5.06,
92322,,4.95,
92319,,5.06,
92318,,5.22,
92317,,5.14,
92315,,4.95,
92314,,5.17,
92312,,4.95,
92311,,5.45,
92307,,5.12,
92303,,4.75,
92301,,5.25,
92299,,4.66,
92290,,4.97,
92287,,5.06,
92286,,5.14,
92284,,5.14,
92282,,5.44,
92281,,5.40,
92280,,4.95,
92276,,5.13,
92271,,5.17,
92270,,5.45,
92267,,4.55,
92266,,5.10,
92265,,4.26,
92259,,5.20,
92257,,4.90,
92243,,4.70,
92238,,5.20,
92236,,4.83,
92234,,4.80,
92230,,4.90,
92216,,4.50,
92215,,4.60,
92213,,5.30,
92209,,5.30,
92205,,4.50,
92197,,4.46,
92194,,5.00,
92192,,4.40,
92190,,5.00,
92179,,5.40,
92177,,4.40,
31832,,4.97,
31088,,4.80,
31087,,5.00,
31086,,4.90,
31082,,4.60,
31081,,4.80,
31078,,4.80,
31075,,4.85,
31065,,4.84,
31058,,4.83,
31014,,4.60,
31013,,4.60,
31008,,4.70,
31006,,5.30,
31005,,5.40,
31000,,4.18,
30987,,5.00,
30986,,4.80,
30984,,5.00,
30983,,5.04,
30981,,4.90,
30976,,4.60,
30975,,4.95,
30974,,4.90,
30973,,4.70,
30969,,4.84,
30967,,5.30,
30966,,5.16,
30962,,5.00,
30960,,5.00,
30958,,4.48,
27882,,4.40,
27874,,4.19,
27836,,4.30,
27823,,4.60,
27819,,4.30,
27815,,4.36,
